Symbol	AK1	AK2	AK3	AK4	AK5	AK6	AK7	AK8	AK9	AK10	AK11	AK12	AK13	AK14	AK15	AK16	AK17	AK18	AK19	AK20
NCK1-AS1	2	11	0	1	2	0	1	6	0	0	0	2	0	0	0	0	2	1	2	2
NCK2	2	6	1	2	2	3	4	0	0	1	2	2	0	5	0	0	0	0	1	0
NCKAP1	17	23	27	28	19	15	37	22	27	25	26	23	22	16	20	17	17	15	10	22
NCKAP1L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCKAP5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
NCKAP5L	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCKIPSD	0	0	0	0	2	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0
NCL	68	21	38	42	28	34	44	51	36	51	39	54	33	42	56	83	17	34	18	68
NCLN	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2
NCMAP	4	0	2	2	0	0	2	0	0	0	11	0	2	0	0	0	0	0	4	2
NCOA1	1	6	2	2	6	4	4	4	4	0	0	0	12	0	4	4	0	7	0	0
NCOA2	2	0	2	0	0	2	4	0	2	2	2	1	4	0	2	2	0	0	0	0
NCOA3	12	0	12	7	9	3	4	13	6	15	11	8	16	6	12	12	2	14	4	12
NCOA4	65	87	78	77	136	107	49	83	83	120	116	46	70	66	96	69	55	77	81	109
NCOA5	0	2	0	0	2	0	0	0	0	0	0	0	2	0	0	2	0	0	0	4
NCOA6	3	0	0	0	0	0	0	5	4	6	2	1	0	0	6	1	0	0	2	0
NCOA7	20	0	0	10	3	2	0	4	9	2	17	7	10	7	15	17	16	6	8	13
NCOR1	11	11	20	17	12	12	7	18	19	8	20	8	12	6	3	12	7	6	19	13
NCOR1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCOR2	8	7	21	17	37	17	23	14	9	25	14	29	25	8	6	27	0	9	6	30
NCR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCR3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
NCR3LG1	2	0	6	4	0	0	4	2	4	3	4	4	4	0	10	1	4	2	2	2
NCRNA00185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCRUPAR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCS1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	1	0	0	0
NCSTN	2	8	0	0	2	0	1	2	2	1	0	2	0	0	0	2	2	2	0	2
ND1	151	106	187	387	763	230	122	251	214	714	208	71	350	244	987	234	33	300	291	1050
ND2	177	184	218	325	697	265	193	341	214	575	232	109	342	208	705	288	56	402	346	932
ND3	61	56	95	128	236	127	65	131	80	307	118	49	171	127	469	153	26	233	168	708
ND4	1070	421	1060	1347	2270	1414	357	1514	848	2374	1308	297	1737	847	2882	1522	170	1857	1513	3802
ND4L	46	5	60	100	175	89	7	90	59	218	70	3	175	99	310	108	2	178	144	487
ND5	1344	281	1847	2203	3904	2026	303	2121	1250	4207	1867	207	3228	1415	5137	2092	79	3373	2195	7178
ND6	63505	19458	48546	32525	60365	75873	17812	55903	21250	57316	59694	12919	70477	22963	61626	51917	9648	64722	36109	60081
NDC1	0	0	0	0	2	2	0	2	0	1	4	0	0	0	4	0	0	0	0	0
NDC80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDE1	0	0	0	2	0	0	2	0	0	0	2	0	0	0	0	0	0	2	2	0
NDEL1	2	0	0	2	0	0	4	0	0	0	0	4	0	0	0	0	4	0	1	0
NDFIP1	22	16	4	11	12	6	10	14	6	10	2	21	8	4	24	15	12	18	16	20
NDFIP2	0	10	0	0	0	2	2	0	6	0	0	0	0	4	0	4	0	6	4	2
NDFIP2-AS1	0	4	0	0	0	0	1	0	0	0	0	5	1	0	0	4	0	0	1	0
NDN	0	0	2	2	0	4	0	2	0	0	0	2	2	0	1	0	0	2	0	0
NDNF	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NDNL2	0	0	0	0	4	0	0	0	0	4	0	0	0	0	2	0	0	0	1	0
NDOR1	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	4	0	0	0	0
NDP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDRG1	20	8	4	16	6	12	19	2	22	6	13	29	6	15	15	6	13	1	11	12
NDRG2	1	0	2	0	0	6	0	0	0	0	2	0	0	0	0	6	1	0	0	0
NDRG3	0	2	0	0	2	0	0	4	0	0	0	0	4	0	1	1	2	0	0	0
NDRG4	7	7	3	8	9	4	5	8	1	6	3	3	6	6	5	0	0	5	2	10
NDST1	6	2	0	1	2	0	0	0	0	0	4	0	0	0	2	0	0	0	3	10
NDST2	0	0	0	0	4	2	0	2	0	0	0	2	0	0	0	2	4	0	0	0
NDST3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NDST4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFA1	0	6	1	2	0	0	8	5	0	3	0	3	4	1	1	3	0	2	5	6
NDUFA10	0	2	0	0	2	4	4	0	2	0	0	8	0	0	0	1	0	4	0	2
NDUFA11	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFA12	4	4	0	0	0	0	4	2	2	2	6	4	4	4	4	2	4	2	2	2
NDUFA13	0	1	0	2	0	0	0	2	0	2	0	0	0	0	2	0	1	0	0	0
NDUFA2	6	9	3	4	0	1	8	2	9	8	3	3	2	3	18	4	1	1	5	7
NDUFA3	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0
NDUFA4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	6	0	2	4	0
NDUFA4L2	0	0	1	1	0	3	2	0	0	0	0	1	0	1	3	2	0	0	0	0
NDUFA5	4	4	8	6	10	0	2	2	9	6	0	4	6	14	18	13	4	16	20	10
NDUFA6	0	12	12	4	5	4	10	9	11	2	12	6	7	6	14	10	3	8	8	9
NDUFA6-AS1	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
NDUFA7	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
NDUFA8	0	0	0	4	2	0	0	0	0	0	0	2	0	0	2	0	0	0	6	0
NDUFA9	0	0	2	0	0	4	0	0	0	1	0	2	6	2	6	2	0	2	0	4
NDUFAB1	0	4	0	2	0	1	1	6	2	4	0	2	3	0	1	0	0	2	2	4
NDUFAF1	4	0	0	0	4	6	6	2	5	6	6	4	0	10	6	0	2	6	6	0
NDUFAF2	5	2	9	9	7	7	4	12	7	4	6	4	4	2	2	4	4	8	2	2
NDUFAF3	0	0	0	1	0	0	0	2	0	1	0	2	0	0	0	1	4	0	0	0
NDUFAF4	0	0	2	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	4	0
NDUFAF4P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFAF5	0	0	0	0	4	0	2	0	2	0	0	0	0	2	0	0	0	0	0	0
NDUFAF6	0	0	0	0	0	0	0	0	0	0	0	6	0	0	2	4	2	0	0	0
NDUFAF7	2	0	0	1	0	0	0	0	0	0	0	2	0	0	2	2	0	0	0	0
NDUFB1	0	0	2	0	0	0	0	2	0	2	2	1	2	0	0	0	0	0	0	0
NDUFB10	2	2	0	3	6	2	3	2	4	0	0	6	0	2	7	10	0	0	0	0
NDUFB11	4	0	5	0	2	12	3	5	4	6	11	5	8	0	2	1	0	2	5	8
NDUFB2	0	0	1	0	2	2	0	2	0	3	2	0	2	0	0	5	0	0	1	0
NDUFB2-AS1	388	582	455	427	590	376	750	390	356	630	264	500	387	443	635	306	527	402	666	516
NDUFB3	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	1	2	0	0	0
NDUFB4	0	1	0	0	2	0	2	0	0	1	2	7	0	0	4	1	3	3	0	1
NDUFB5	0	1	0	0	4	2	2	0	0	0	0	4	4	2	0	2	2	0	2	4
NDUFB6	0	0	2	0	3	0	2	0	6	4	0	2	0	11	2	0	2	0	4	0
NDUFB7	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0
NDUFB8	0	2	5	4	1	4	2	0	0	4	0	2	0	6	0	1	4	2	4	2
NDUFB9	0	2	2	2	0	0	4	0	0	0	1	1	0	0	1	2	0	1	2	0
NDUFC1	0	2	0	0	0	4	0	0	1	0	0	1	2	0	2	0	1	2	2	0
NDUFC2	0	2	0	0	0	0	0	4	2	4	0	1	0	2	4	0	0	0	0	0
NDUFC2-KCTD14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFS1	2	5	0	4	6	9	2	6	2	14	2	2	4	2	6	6	0	2	12	4
NDUFS2	6	0	0	2	2	2	3	6	4	3	4	8	0	0	2	4	0	0	0	8
NDUFS3	1	6	2	1	2	2	11	3	5	3	3	2	10	2	3	2	4	3	0	2
NDUFS4	0	2	0	3	0	0	1	0	3	2	2	0	4	1	4	0	0	0	0	0
NDUFS5	2	11	4	6	2	4	12	2	8	0	2	6	2	5	2	8	10	2	6	4
NDUFS6	4	0	0	2	0	0	0	2	4	0	0	0	2	0	0	0	0	0	2	2
NDUFS7	4	0	0	0	0	1	3	1	3	4	0	1	4	0	2	4	1	5	0	2
NDUFS8	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0
NDUFV1	0	0	0	0	2	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0
NDUFV2	2	0	0	5	2	0	4	0	0	1	4	2	0	0	2	3	0	1	4	6
NDUFV3	2	0	0	2	0	0	1	2	0	0	0	0	0	0	0	4	1	0	0	0
NEAT1	4	0	2	2	0	6	0	0	0	0	3	1	0	4	14	5	0	0	11	10
NEB	7	1	0	0	0	0	1	0	4	1	2	1	5	0	1	4	0	2	0	2
NEBL	0	0	0	1	11	2	0	8	8	8	0	2	2	0	8	3	8	4	0	4
NEBL-AS1	2	0	0	0	4	0	0	4	0	2	2	4	1	1	2	4	1	0	1	1
NECAB1	150	193	213	148	270	147	287	266	186	279	171	186	225	255	305	108	209	230	329	312
NECAB2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NECAB3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NECAP1	2	0	6	2	4	0	2	4	2	8	0	2	5	3	0	0	0	4	2	2
NECAP2	0	2	5	1	6	4	0	4	2	2	6	2	4	6	2	1	2	7	6	5
NEDD1	0	2	0	0	0	0	0	0	0	0	2	0	2	0	0	4	2	0	2	4
NEDD4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0
NEDD4L	0	10	6	6	4	4	2	1	2	0	2	0	2	0	2	4	4	2	2	5
NEDD8	0	1	1	0	0	1	3	1	2	0	2	0	0	0	0	2	0	0	0	0
NEDD8-MDP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEDD9	0	2	2	10	0	3	2	2	2	4	1	8	1	0	1	1	0	0	0	0
NEFH	8	0	8	1	0	5	0	1	1	3	0	1	6	6	3	3	2	3	0	0
NEFL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEFM	36	33	95	79	151	17	35	106	52	132	41	23	84	23	55	18	22	50	8	68
NEGR1	2	0	2	6	0	5	6	5	2	0	2	0	2	2	2	2	0	5	10	5
NEGR1-IT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEIL1	26	23	20	19	23	13	26	19	27	61	17	25	27	18	21	20	16	18	15	44
NEIL2	91	20	48	31	51	109	33	41	33	44	117	29	47	30	35	80	16	27	32	43
NEIL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEK1	1	0	0	6	6	2	2	2	2	4	4	0	6	2	0	0	0	0	0	1
NEK10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEK11	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0
NEK2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEK3	0	0	2	2	0	0	0	6	0	0	0	0	0	0	0	1	0	2	0	0
NEK4	8	20	26	9	23	15	17	19	21	13	23	11	17	29	15	8	14	22	6	21
NEK5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
NEK6	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	1
NEK7	0	2	8	0	2	2	6	2	2	0	2	4	2	4	0	2	2	0	2	5
NEK8	1	0	0	0	0	1	0	0	4	0	2	0	0	0	0	0	0	0	0	2
NEK9	5	0	6	5	2	1	0	7	2	2	6	4	1	0	10	9	6	7	2	5
NELFA	0	0	0	0	0	6	1	3	0	0	0	0	0	0	2	2	0	0	0	0
NELFB	1	0	0	0	2	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
NELFCD	54	27	23	45	40	42	34	25	34	29	46	37	31	48	18	59	20	18	34	44
NELFE	2	3	6	4	5	4	8	2	2	8	17	9	13	12	14	18	5	12	28	12
NELL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NELL2	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
NEMF	21	9	8	22	8	9	11	13	15	8	21	16	14	8	24	13	7	15	12	8
NENF	2	6	6	8	2	0	1	4	4	5	0	5	1	2	12	0	4	2	8	8
NEO1	0	0	4	4	0	5	0	13	4	4	4	8	6	0	4	8	3	5	2	1
NES	1	0	0	2	0	0	0	0	0	6	0	2	0	0	0	0	0	4	0	0
NET1	4	6	2	6	4	6	2	0	12	0	2	6	3	10	0	4	3	8	11	2
NETO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NETO2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEU1	2	2	0	2	4	0	3	2	0	8	4	0	0	2	2	0	11	1	4	5
NEU2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEU3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEU4	0	2	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4
NEURL1	2	2	2	2	0	0	2	0	1	0	1	4	3	2	4	2	1	0	1	1
NEURL1B	0	2	0	1	0	0	0	0	0	2	0	0	0	0	0	2	0	2	2	0
NEURL2	4	0	0	4	5	0	0	4	2	6	0	2	1	1	5	7	4	0	0	4
NEURL3	3	0	0	0	0	1	0	0	2	0	11	4	1	5	1	4	4	3	7	13
NEURL4	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0
NEUROD1	8	11	16	6	5	6	13	14	14	8	6	23	20	11	20	6	16	16	17	18
NEUROD2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEUROD4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEUROD6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEUROG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEUROG2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEUROG3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEXN	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1
NEXN-AS1	3	0	7	15	6	4	2	5	10	5	3	0	0	0	2	4	0	1	0	0
NF1	20	6	0	4	6	2	1	3	2	8	4	8	5	3	4	3	2	5	0	2
NF1P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NF2	10	2	0	3	9	2	2	2	12	0	2	4	0	2	0	1	2	2	0	2
NFAM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
NFASC	2	2	4	1	6	2	2	10	0	2	0	3	6	0	0	3	0	0	0	4
NFAT5	0	7	9	0	2	6	2	6	0	2	0	0	4	1	2	2	0	0	0	4
NFATC1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NFATC2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0
NFATC2IP	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NFATC3	312	51	155	201	209	321	55	160	276	185	285	67	157	111	92	252	44	236	121	107
NFATC4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0
NFE2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
NFE2L1	13	4	8	18	12	12	13	20	17	18	20	5	7	12	8	12	2	15	11	26
NFE2L2	14	12	12	21	14	18	10	9	18	18	17	12	23	21	21	12	5	12	21	27
NFE2L3	9	0	7	4	9	16	3	4	6	13	18	2	22	13	13	23	1	34	19	25
NFIA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
NFIA-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NFIA-AS2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NFIB	0	0	0	6	0	3	0	0	0	4	0	0	0	0	0	2	0	1	0	0
NFIC	12	4	8	4	11	5	3	6	11	11	13	9	6	4	8	4	2	0	4	15
NFIL3	2	0	8	5	7	0	3	4	4	3	2	0	4	4	12	7	8	4	7	6
NFIX	4	0	2	8	0	2	0	6	2	4	7	0	2	0	0	15	0	6	0	2
NFKB1	4	0	0	0	0	2	3	0	6	0	8	4	8	2	2	4	0	3	0	2
NFKB2	0	0	2	2	2	0	10	4	0	0	6	7	4	5	0	2	0	12	0	16
NFKBIA	22	25	24	26	24	25	30	19	29	20	86	122	59	144	96	73	92	44	157	82
NFKBIB	0	0	0	1	0	1	1	6	2	0	1	0	2	0	0	2	0	1	4	3
NFKBID	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0
NFKBIE	0	0	0	0	2	0	0	0	0	0	2	0	1	4	0	0	1	0	0	0
NFKBIL1	0	0	1	2	0	3	4	5	3	1	0	1	3	1	0	0	0	2	0	0
NFKBIZ	6	0	0	0	0	0	0	0	0	2	4	0	0	2	0	0	0	0	0	2
NFRKB	50	18	21	34	47	38	27	23	27	83	73	41	115	69	56	40	16	64	32	92
NFS1	0	1	2	3	7	0	0	2	0	3	1	2	3	1	2	2	2	0	7	0
NFU1	2	0	2	0	0	0	2	0	1	2	1	0	0	0	4	4	2	8	6	10
NFX1	2	0	3	2	11	0	0	0	2	0	0	0	4	0	2	0	1	0	1	4
NFXL1	4	5	0	2	9	2	0	0	2	9	0	4	1	8	3	1	0	0	5	2
NFYA	10	2	0	10	5	8	12	7	6	2	6	6	2	8	8	8	6	2	2	4
NFYB	2	2	0	2	0	0	0	4	4	0	2	2	1	0	0	4	6	0	0	1
NFYC	1	6	2	8	8	0	4	2	1	11	0	4	4	7	3	2	11	0	2	14
NFYC-AS1	32	68	66	57	85	88	86	86	85	96	99	58	97	51	47	95	88	52	51	54
NGB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NGDN	0	0	0	0	0	0	2	0	2	0	1	0	0	0	2	0	1	2	7	0
NGEF	3	10	1	4	2	0	0	1	5	1	0	1	1	2	0	0	0	0	5	1
NGF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NGFR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NGFRAP1	11	30	27	7	20	8	23	27	9	19	12	36	17	21	36	9	29	18	10	28
NGLY1	3	4	4	1	2	2	4	0	0	1	6	1	3	4	0	4	2	0	4	1
NGRN	2	6	0	8	6	6	3	7	2	3	7	0	4	4	14	11	6	1	3	9
NHEG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NHEJ1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NHLH1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NHLH2	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	1	0	1
NHLRC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NHLRC2	0	0	0	2	4	4	2	1	5	4	4	0	0	0	1	2	0	0	0	2
NHLRC3	0	0	0	2	0	0	0	0	0	2	2	2	0	0	0	0	0	3	2	2
NHLRC4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NHP2	37	17	26	24	40	55	37	44	48	21	48	32	34	15	30	46	26	30	11	32
NHP2L1	0	0	2	2	3	2	6	4	0	0	2	4	2	4	0	4	2	0	0	2
NHS	0	0	1	0	2	0	3	0	0	1	1	0	3	2	0	0	0	1	0	0
NHS-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NHSL1	6	2	5	5	0	1	0	1	2	2	2	0	0	9	2	1	0	1	0	6
NHSL2	2	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	2	5
NICN1	0	0	0	0	0	4	0	4	0	0	2	0	1	0	0	0	0	1	0	1
NID1	12	6	8	10	14	0	6	5	13	3	0	2	0	2	4	0	2	0	0	0
NID2	26	36	39	23	29	16	28	49	23	48	21	10	24	10	18	10	11	33	27	17
NIF3L1	1	0	0	2	0	0	0	0	4	1	3	1	0	0	0	0	0	1	0	0
NIFK	2	6	0	6	6	3	13	4	2	9	6	11	8	11	11	8	12	14	14	12
NIFK-AS1	302	261	142	273	243	276	279	194	270	292	230	200	209	250	270	175	250	239	222	229
NIM1K	0	0	0	4	2	0	2	0	0	0	0	0	0	2	0	1	0	0	2	0
NIN	6	2	2	8	6	4	1	2	0	0	0	1	4	4	0	4	0	0	0	2
NINJ1	2	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	2	2	0	0
NINJ2	1	1	2	0	0	0	2	2	1	0	2	1	0	1	2	1	0	1	0	0
NINL	0	0	0	2	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0
NIP7	7	7	5	6	17	4	10	17	20	10	6	24	15	10	16	9	4	14	4	7
NIPA1	12	8	5	6	2	10	15	4	6	0	0	0	9	4	10	0	0	7	7	1
NIPA2	17	4	4	22	20	20	26	6	40	17	13	8	18	27	14	26	11	13	13	20
NIPAL1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NIPAL2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NIPAL3	8	0	2	3	0	0	6	2	2	0	6	0	1	2	2	7	0	4	0	5
NIPAL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NIPBL	15	1	8	4	16	4	6	10	20	6	11	0	9	8	1	17	2	8	11	10
NIPSNAP1	6	6	4	6	6	7	8	4	0	8	4	11	2	4	6	4	4	6	8	6
NIPSNAP3A	1	2	1	0	2	1	0	1	2	3	0	4	0	0	2	1	3	6	0	4
NIPSNAP3B	0	0	0	0	2	0	2	0	0	0	0	0	0	2	0	0	1	0	0	0
NISCH	1	4	0	2	0	2	0	1	6	6	0	2	3	2	0	0	0	2	2	0
NIT1	256	264	247	238	216	239	310	252	237	269	310	262	233	228	235	254	257	315	246	295
NIT2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NKAIN1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
NKAIN2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
NKAIN3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NKAIN4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NKAP	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	2
NKAPL	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
NKAPP1	0	4	0	0	0	0	2	0	0	0	1	0	2	2	4	1	5	0	3	2
NKD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NKD2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NKG7	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NKIRAS1	4	4	2	7	1	10	11	2	4	2	10	4	0	14	11	7	5	3	10	5
NKIRAS2	5	2	2	8	7	0	4	3	8	6	7	10	14	8	6	9	4	8	10	7
NKPD1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
NKRF	0	4	0	2	0	0	6	8	6	2	0	0	4	2	0	0	1	2	2	2
NKTR	0	0	2	5	1	0	12	8	3	4	2	7	5	1	0	7	2	2	4	2
NKX1-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NKX1-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NKX2-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NKX2-1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NKX2-2	2	4	8	4	13	0	6	6	2	12	1	10	2	7	13	3	7	6	5	8
NKX2-3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	4
NKX2-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NKX2-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
NKX2-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NKX2-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NKX3-1	0	0	0	1	0	0	0	0	0	0	2	2	1	4	0	2	1	0	2	2
NKX3-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NKX6-1	0	3	1	2	3	0	0	1	0	5	0	0	5	0	0	0	0	4	0	5
NKX6-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NKX6-3	1	6	4	1	3	0	4	0	0	6	0	0	0	0	0	0	0	0	4	0
NLE1	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
NLGN1	0	0	0	0	2	0	0	0	0	2	0	2	0	0	0	0	0	0	0	2
NLGN2	0	0	2	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0
NLGN3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NLGN4X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NLGN4Y	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
NLGN4Y-AS1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NLK	4	2	0	2	0	6	0	3	0	0	2	0	3	2	0	1	1	9	0	8
NLN	2	0	0	0	2	2	4	0	5	0	0	4	4	0	0	0	0	1	0	0
NLRC3	52	20	50	22	38	52	23	35	33	67	64	10	36	46	32	49	7	49	16	78
NLRC4	4	10	4	12	23	12	15	12	4	8	7	5	4	9	8	10	10	21	10	25
NLRC5	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	5	0	2	0	0
NLRP1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
